Facility ID,Facility Name,Facility Type,District,Description,Has Clinic,Status,Created At,Updated At
cme99emca003ljncdtm5pb3rp,"Khawlailung PHC","PHC","Serchhip","",No,Active,"13/08/2025","13/08/2025"
cme99emwp00objncdipl9cm4j,"Khawlailung SC","SC_HWC","Serchhip","",No,Active,"13/08/2025","13/08/2025"
cme99emq400hjjncdzg96e0a8,"Khawlek SC","SC_HWC","Lunglei","",No,Active,"13/08/2025","13/08/2025"
cme99emdf004tjncdedjc5csy,"Khawlian SC","SC_HWC","Aizawl East","",No,Active,"13/08/2025","13/08/2025"
cme99en0i00sdjncdr4bxh9qr,"Khawmawi AYUSH SC","A_HWC","Lawngtlai","",No,Active,"13/08/2025","13/08/2025"
cme99emll00ebjncdoam4ufd6,"Khawmawi SC","SC_HWC","Lawngtlai","",No,Active,"13/08/2025","13/08/2025"
cme99emuz00m9jncdhpqavlet,"Khawrihnim SC","SC_HWC","Mamit","",No,Active,"13/08/2025","13/08/2025"
cme99em95000ljncdsu6likqi,"Khawruhlian PHC","PHC","Aizawl East","",No,Active,"13/08/2025","13/08/2025"
cme99emdc004njncdmcunkc59,"Khawruhlian SC","SC_HWC","Aizawl East","",No,Active,"13/08/2025","13/08/2025"
cme99ema5001hjncdic5hwx4y,"Khawzawl PHC","PHC","Champhai","",No,Active,"13/08/2025","13/08/2025"
cme99emjb00bvjncd4gcy48je,"Khawzawl SC","SC_HWC","Champhai","",No,Active,"13/08/2025","13/08/2025"
cme99emhi009tjncd6i68lswi,"Khuangleng SC","SC_HWC","Champhai","",No,Active,"13/08/2025","13/08/2025"
cme99emib00atjncdlmlzr4e6,"Khuangphah SC","SC_HWC","Champhai","",No,Active,"13/08/2025","13/08/2025"
cme99emz700qxjncd99bqgb8x,"Khuangthing AYUSH SC","A_HWC","Champhai","",No,Active,"13/08/2025","13/08/2025"
cme99emj100bhjncdkjg994gn,"Khuangthing SC","SC_HWC","Champhai","",No,Active,"13/08/2025","13/08/2025"
cme99en0200rrjncd2m9ahvpf,"Khumtung AYUSH SC","A_HWC","Aizawl East","",No,Active,"13/08/2025","13/08/2025"
cme99emew006bjncd1ye5cc6s,"Khumtung SC","SC_HWC","Aizawl East","",No,Active,"13/08/2025","13/08/2025"
cme99emk300crjncdjtisxgop,"Kolasib Vengthar SC","SC_HWC","Kolasib","",No,Active,"13/08/2025","13/08/2025"
cme99emy900pvjncdf1gctefo,"Kolasib Vengthar UHWC","U_HWC","Kolasib","",No,Active,"13/08/2025","18/08/2025"
cme99emgb0083jncdt290af0y,"Kulikawn SC","SC_HWC","Aizawl West","",No,Active,"13/08/2025","13/08/2025"
cme99emq500hljncdh695nelz,"Laisawral SC","SC_HWC","Lunglei","",No,Active,"13/08/2025","13/08/2025"
cme99emvt00ndjncdiv9tj8n0,"Laki SC","SC_HWC","Saiha","",No,Active,"13/08/2025","13/08/2025"
cme99emuc00lljncd4abbeeqs,"Lallen SC","SC_HWC","Mamit","",No,Active,"13/08/2025","13/08/2025"
cme99emgs008tjncdrchk83nv,"Lamchhip SC","SC_HWC","Aizawl West","",No,Active,"13/08/2025","13/08/2025"
cme99emjt00cfjncdzfh8kt5r,"Lamzawl SC","SC_HWC","Champhai","",No,Active,"13/08/2025","13/08/2025"
cme99em8u0009jncdccgbmyzi,"Lawipu","UPHC","Aizawl West","",No,Active,"13/08/2025","13/08/2025"
cme99emgn008ljncd3mlzn7i9,"Lawipu SC","SC_HWC","Aizawl West","",No,Active,"13/08/2025","13/08/2025"
cme99emvk00n1jncduk3xfymv,"Lawngban SC","SC_HWC","Saiha","",No,Active,"13/08/2025","13/08/2025"
cme99emz900qzjncd4v68q23h,"Lawngtlai AYUSH SC","A_HWC","Lawngtlai","",No,Active,"13/08/2025","13/08/2025"
cme99emln00edjncd61in55zt,"Lawngtlai SC","SC_HWC","Lawngtlai","",No,Active,"13/08/2025","13/08/2025"
cme99emq700hnjncdtb0fog3a,"Leite SC","SC_HWC","Lunglei","",No,Active,"13/08/2025","13/08/2025"
cme99emdr0055jncdldvq1kee,"Lenchim SC","SC_HWC","Aizawl East","",No,Active,"13/08/2025","13/08/2025"
cme99emwq00odjncd5k60xepc,"Leng SC","SC_HWC","Serchhip","",No,Active,"13/08/2025","13/08/2025"
cme99em9j000zjncdtjlj0tye,"Lengpui PHC","PHC","Aizawl West","",No,Active,"13/08/2025","13/08/2025"
cme99emgp008pjncd2pkfgi1h,"Lengpui SC","SC_HWC","Aizawl West","",No,Active,"13/08/2025","13/08/2025"
cme99emhk009vjncd2pc48t9b,"Lianpui SC","SC_HWC","Champhai","",No,Active,"13/08/2025","13/08/2025"
cme99emmi00f5jncds5wvhpka,"Longpuighat","SC_HWC","Lawngtlai","",No,Active,"13/08/2025","13/08/2025"
cme99emb5002fjncd4v006k19,"Longpuighat PHC","PHC","Lawngtlai","",No,Active,"13/08/2025","13/08/2025"
cme99emfx007pjncd72mtf08x,"Luangmual SC","SC_HWC","Aizawl West","",No,Active,"13/08/2025","13/08/2025"
cme99emq900hpjncdmq7q4e3f,"Lungchem SC","SC_HWC","Lunglei","",No,Active,"13/08/2025","13/08/2025"
cme99emx000oljncdra3xes5j,"Lungchhuan SC","SC_HWC","Serchhip","",No,Active,"13/08/2025","13/08/2025"
cme99emat0023jncdhxs0kj7r,"Lungdai PHC","PHC","Kolasib","",No,Active,"13/08/2025","13/08/2025"
cme99eml300drjncdqzo4suad,"Lungdai SC","SC_HWC","Kolasib","",No,Active,"13/08/2025","13/08/2025"
cme99emcc003njncd67h08j94,"Lungdar E PHC","PHC","Serchhip","",No,Active,"13/08/2025","13/08/2025"
cme99emwr00ofjncdui4vh6xm,"Lungdar E SC","SC_HWC","Serchhip","",No,Active,"13/08/2025","13/08/2025"
cme99emuv00m5jncdmxryfugm,"Lungdar W SC","SC_HWC","Mamit","",No,Active,"13/08/2025","13/08/2025"
cme99emx300onjncdaitc6bqs,"Lungkawlh SC","SC_HWC","Serchhip","",No,Active,"13/08/2025","13/08/2025"
cme99emqb00hrjncdwlovegg9,"Lunglawn SC","SC_HWC","Lunglei","",No,Active,"13/08/2025","13/08/2025"
cme99emgc0085jncdf5gthe9j,"Lungleng SC","SC_HWC","Aizawl West","",No,Active,"13/08/2025","13/08/2025"
cme99eml400dtjncdwjoysyvg,"Lungmuat SC","SC_HWC","Kolasib","",No,Active,"13/08/2025","13/08/2025"
cme99emx900otjncd9erhelj7,"Lungpho SC","SC_HWC","Serchhip","",No,Active,"13/08/2025","13/08/2025"
cme99emn900fpjncdyjoygs4h,"Lungrang S SC","SC_HWC","Lunglei","",No,Active,"13/08/2025","12/11/2025"
cme99embf002rjncd849kizfj,"Lungsen PHC","PHC","Lunglei","",No,Active,"13/08/2025","13/08/2025"
cme99emqd00htjncdorooh5ja,"Lungsen SC","SC_HWC","Lunglei","",No,Active,"13/08/2025","13/08/2025"
cme99emj500bnjncdwgjjnkby,"Lungtan SC","SC_HWC","Champhai","",No,Active,"13/08/2025","13/08/2025"
cme99emny00g5jncdy6mrn7w9,"Lungtian SC","SC_HWC","Lawngtlai","",No,Active,"13/08/2025","13/08/2025"
cme99emm100erjncdm1wbsefg,"Lungzarhtum SC","SC_HWC","Lawngtlai","",No,Active,"13/08/2025","13/08/2025"
cme99emml00f7jncd269m1ma1,"M. Kawnpui SC","SC_HWC","Lawngtlai","",No,Active,"13/08/2025","13/08/2025"
cme99emxp00pbjncd5f0ampyf,"MINECO UHWC","U_HWC","Aizawl West","",No,Active,"13/08/2025","13/08/2025"
cme99emdt0057jncdofy1j5as,"Maite SC","SC_HWC","Aizawl East","",No,Active,"13/08/2025","13/08/2025"
cme99emt000kbjncdasi3gfj7,"Mamit SC","SC_HWC","Mamit","",No,Active,"13/08/2025","13/08/2025"
cme99emlp00efjncda10wbg9w,"Mampui SC","SC_HWC","Lawngtlai","",No,Active,"13/08/2025","13/08/2025"
cme99emqg00hvjncdxguzt0a0,"Mamte SC","SC_HWC","Lunglei","",No,Active,"13/08/2025","13/08/2025"
cme99embp0031jncdx7k0e766,"Marpara PHC","PHC","Mamit","",No,Active,"13/08/2025","13/08/2025"
cme99emtz00l5jncdwoqs62o6,"Marpara SC","SC_HWC","Mamit","",No,Active,"13/08/2025","13/08/2025"
cme99emtx00l3jncd0nilgeej,"Maubawk","SC_HWC","Aizawl West","",No,Active,"13/08/2025","19/08/2025"
cme99emv300mdjncdos7dok1u,"Maubawk SC","SC_HWC","Saiha","",No,Active,"13/08/2025","13/08/2025"
cme99emzj00rbjncd4a1lxnq4,"Maubuang AYUSH SC","A_HWC","Aizawl East","",No,Active,"13/08/2025","13/08/2025"
cme99emfh0079jncdgijjhvhu,"Maubuang SC","SC_HWC","Aizawl West","",No,Active,"13/08/2025","13/08/2025"
cme99eme3005hjncdd6pilbdb,"Mauchar SC","SC_HWC","Aizawl East","",No,Active,"13/08/2025","13/08/2025"
cme99emmn00f9jncd957t3ps1,"Mautlang SC","SC_HWC","Lawngtlai","",No,Active,"13/08/2025","13/08/2025"
cme99emyh00q5jncdmfdd2yxw,"Meisavaih UHWC","U_HWC","Saiha","",No,Active,"13/08/2025","13/08/2025"
cme99emmy00fhjncdoyp1704g,"Melbuk (Khawnuam) SC","SC_HWC","Champhai","",No,Active,"13/08/2025","28/09/2025"
cme99emgd0087jncd44c0bbzv,"Melriat SC","SC_HWC","Aizawl West","",No,Active,"13/08/2025","13/08/2025"
cme99emgf0089jncdl5h6rkpm,"Melthum SC","SC_HWC","Aizawl West","",No,Active,"13/08/2025","13/08/2025"
cme99emaa001jjncdi4ywetpq,"Mimbung PHC","PHC","Champhai","",No,Active,"13/08/2025","13/08/2025"
cme99emjl00c5jncdag9tsjwc,"Mimbung SC","SC_HWC","Champhai","",No,Active,"13/08/2025","13/08/2025"
cme99emgg008bjncd8gsid4wp,"Mission Veng SC","SC_HWC","Aizawl West","",No,Active,"13/08/2025","13/08/2025"
cme99emy100pnjncdpbb34eqm,"Mission Veng UHWC","U_HWC","Aizawl West","",No,Active,"13/08/2025","13/08/2025"
cme99emqi00hxjncdp6303fcg,"Muallianpui SC","SC_HWC","Lunglei","",No,Active,"13/08/2025","13/08/2025"
cme99emfi007bjncdvf6logei,"Muallungthu SC","SC_HWC","Aizawl West","",No,Active,"13/08/2025","13/08/2025"
cme99emql00hzjncdd80711xw,"Mualthuam N SC","SC_HWC","Lunglei","",No,Active,"13/08/2025","13/08/2025"
cme99emkv00djjncdmqozb5mm,"N Chaltlang SC","SC_HWC","Kolasib","",No,Active,"13/08/2025","13/08/2025"
cme99emko00dbjncd7yz4fp51,"N Chawnpui SC","SC_HWC","Kolasib","",No,Active,"13/08/2025","13/08/2025"
cme99emh4009bjncdoqvk23zr,"N Hlimen SC","SC_HWC","Kolasib","",No,Active,"13/08/2025","21/08/2025"
cme99emws00ohjncd9nrfj8z9,"N Mualcheng SC","SC_HWC","Serchhip","",No,Active,"13/08/2025","13/08/2025"
cme99emt200kdjncd3gv6j88o,"N Sabual SC","SC_HWC","Mamit","",No,Active,"13/08/2025","13/08/2025"
cme99emx500opjncdhucx2mnv,"N Vanlaiphai SC","SC_HWC","Serchhip","",No,Active,"13/08/2025","13/08/2025"
cme99emep0063jncdvezjqgah,"N.Khawlek SC","SC_HWC","Aizawl East","",No,Active,"13/08/2025","13/08/2025"
cme99emcf003pjncdn5n5f82l,"N.Vanlaiphai PHC","PHC","Serchhip","",No,Active,"13/08/2025","13/08/2025"
cme99emzx00rnjncdw9k0n8p4,"NE Bualpui / Hliappui AYUSH SC","A_HWC","Khawzawl","",No,Active,"13/08/2025","13/08/2025"
cme99emir00b5jncd7gyhs83g,"NE Bualpui Hliappui SC","SC_HWC","Champhai","",No,Active,"13/08/2025","13/08/2025"
cme99emad001ljncd3fa8gjqw,"NE Khawdungsei PHC","PHC","Champhai","",No,Active,"13/08/2025","13/08/2025"
cme99emjq00cbjncda7zk03bg,"NE Khawdungsei SC","SC_HWC","Champhai","",No,Active,"13/08/2025","13/08/2025"
cme99emt400kfjncductzqanu,"Nalzawl SC","SC_HWC","Mamit","",No,Active,"13/08/2025","13/08/2025"
cme99emjd00bxjncd1x92b09b,"Neihdawn SC","SC_HWC","Champhai","",No,Active,"13/08/2025","13/08/2025"
cme99emkd00cxjncdshla9fer,"New Builum SC","SC_HWC","Kolasib","",No,Active,"13/08/2025","13/08/2025"
cme99emj600bpjncd1z2djmr8,"New Chalrang SC","SC_HWC","Champhai","",No,Active,"13/08/2025","13/08/2025"
cme99emtd00kljncde0aswpxe,"New Eden SC","SC_HWC","Mamit","",No,Active,"13/08/2025","13/08/2025"
cme99emvl00n3jncdg9c14h3x,"New Latawh SC","SC_HWC","Saiha","",No,Active,"13/08/2025","13/08/2025"
cme99emyn00qbjncdrrz7b105,"New Sachan AYUSH SC","A_HWC","Lunglei","",No,Active,"13/08/2025","13/08/2025"
cme99emz500qvjncdu70r3m5r,"New Serchhip AYUSH SC","A_HWC","Serchhip","",No,Active,"13/08/2025","13/08/2025"
cme99emyk00q7jncdx6fcswzl,"New Serchhip North UHWC","U_HWC","Serchhip","",No,Active,"13/08/2025","13/08/2025"
cme99emwc00nvjncdgnraal90,"New Serchhip SC","SC_HWC","Serchhip","",No,Active,"13/08/2025","13/08/2025"
cme99emjf00bzjncd3s1igoch,"Ngaizawl SC","SC_HWC","Champhai","",No,Active,"13/08/2025","13/08/2025"
cme99emci003rjncdzk14utd0,"Ngentiang PHC","PHC","Serchhip","",No,Active,"13/08/2025","13/08/2025"
cme99emyp00qdjncd2exu07yz,"Ngopa AYUSH SC","A_HWC","Saitual","",No,Active,"13/08/2025","13/08/2025"
cme99emju00chjncddi8hifcy,"Ngopa SC","SC_HWC","Champhai","",No,Active,"13/08/2025","13/08/2025"
cme99emhl009xjncd8oo8be6u,"Ngur SC","SC_HWC","Champhai","",No,Active,"13/08/2025","13/08/2025"
cme99emza00r1jncd12lybfam,"Niawhtlang AYUSH SC","A_HWC","Saiha","",No,Active,"13/08/2025","13/08/2025"
cme99emvj00mzjncd7b756wtu,"Niawhtlang SC","SC_HWC","Saiha","",No,Active,"13/08/2025","13/08/2025"
cme99eml600dvjncdqe06z12k,"Nisapui SC","SC_HWC","Kolasib","",No,Active,"13/08/2025","13/08/2025"
cme99emqo00i1jncdtrknetmc,"Nunsury SC","SC_HWC","Lunglei","",No,Active,"13/08/2025","13/08/2025"
cme99emq000hhjncdm3l0nf6v,"Old Sachan SC","SC_HWC","Lunglei","",No,Active,"13/08/2025","30/09/2025"
cme99emv400mfjncdeno1qore,"Old Saiha SC","SC_HWC","Saiha","",No,Active,"13/08/2025","13/08/2025"
cme99emh20099jncdg44t1w4y,"PTC Lungverh SC","SC_HWC","Aizawl West","",No,Active,"13/08/2025","13/08/2025"
cme99en0d00s7jncdzs8ptvb1,"Paithar AYUSH SC","A_HWC","Lawngtlai","",No,Active,"13/08/2025","17/10/2025"
cme99emls00ehjncdvw8cnqtr,"Paithar Ayush","A_HWC","Lawngtlai","",No,Active,"13/08/2025","12/11/2025"
cme99eme6005jjncd2h5q3osq,"Palsang SC","SC_HWC","Aizawl East","",No,Active,"13/08/2025","13/08/2025"
cme99emkf00czjncdtikq1cff,"Pangbalkawn SC","SC_HWC","Kolasib","",No,Active,"13/08/2025","13/08/2025"
cme99emo100g7jncdy3v7swor,"Pangkhua SC","SC_HWC","Lawngtlai","",No,Active,"13/08/2025","13/08/2025"
cme99embi002tjncdk3o5kmz5,"Pangzawl PHC","PHC","Lunglei","",No,Active,"13/08/2025","13/08/2025"
cme99emqq00i3jncdjwo2mn9d,"Pangzawl SC","SC_HWC","Lunglei","",No,Active,"13/08/2025","13/08/2025"
cme99en0e00s9jncd10ioqp9e,"Parva AYUSH SC","A_HWC","Lawngtlai","",No,Active,"13/08/2025","13/08/2025"
cme99emmq00fbjncd7bw03vkf,"Parva SC","SC_HWC","Lawngtlai","",No,Active,"13/08/2025","13/08/2025"
cme99emu300l9jncda96fovku,"Parvatui SC","SC_HWC","Mamit","",No,Active,"13/08/2025","13/08/2025"
cme99emit00b7jncd80dgv7kk,"Pawlrang SC","SC_HWC","Champhai","",No,Active,"13/08/2025","13/08/2025"
cme99emdd004pjncd6nai4n57,"Phaileng E SC","SC_HWC","Aizawl East","",No,Active,"13/08/2025","13/08/2025"
cme99emlb00e1jncd4triq5ih,"Phainuam SC","SC_HWC","Kolasib","",No,Active,"13/08/2025","13/08/2025"
cme99emqs00i5jncdlt7ko7u9,"Phairuangkai SC","SC_HWC","Lunglei","",No,Active,"13/08/2025","13/08/2025"
cme99emld00e3jncd922kx2pt,"Phaisen SC","SC_HWC","Kolasib","",No,Active,"13/08/2025","13/08/2025"
cme99emv600mhjncdmemxtvwt,"Phalhrang SC","SC_HWC","Saiha","",No,Active,"13/08/2025","13/08/2025"
cme99em97000njncdpd1eri76,"Phuaibuang PHC","PHC","Aizawl East","",No,Active,"13/08/2025","13/08/2025"
cme99emdh004vjncdxtlh6b3j,"Phuaibuang SC","SC_HWC","Aizawl East","",No,Active,"13/08/2025","13/08/2025"
cme99embr0033jncdqdab8g5f,"Phuldungsei PHC","PHC","Mamit","",No,Active,"13/08/2025","13/08/2025"
cme99emu400lbjncdnoaz19p0,"Phuldungsei SC","SC_HWC","Mamit","",No,Active,"13/08/2025","13/08/2025"
cme99em9a000pjncdn2ibyp60,"Phullen PHC","PHC","Aizawl East","",No,Active,"13/08/2025","13/08/2025"
cme99emdj004xjncdw0nt8csc,"Phullen SC","SC_HWC","Aizawl East","",No,Active,"13/08/2025","13/08/2025"
cme99emfk007djncdrvud82lt,"Phulpui SC","SC_HWC","Aizawl West","",No,Active,"13/08/2025","13/08/2025"
cme99emxq00pdjncdjs00l5zj,"Phunchawng UHWC","U_HWC","Aizawl West","",No,Active,"13/08/2025","13/08/2025"
cme99emc5003fjncd7vy6u14w,"Phura PHC","PHC","Saiha","",No,Active,"13/08/2025","13/08/2025"
cme99emvn00n5jncdfit34jww,"Phura SC","SC_HWC","Saiha","",No,Active,"13/08/2025","13/08/2025"
cme99emqu00i7jncd2wzlit9s,"Puankhai SC","SC_HWC","Lunglei","",No,Active,"13/08/2025","13/08/2025"
cme99en0c00s5jncdhrg4lq10,"Pukpui AYUSH SC","A_HWC","Lunglei","",No,Active,"13/08/2025","13/08/2025"
cme99emqw00i9jncd0fk1c6og,"Pukpui SC","SC_HWC","Lunglei","",No,Active,"13/08/2025","13/08/2025"
cme99emyd00pzjncdfjmgzatk,"Pukpui UHWC","U_HWC","Lunglei","",No,Active,"13/08/2025","13/08/2025"
cme99emu600ldjncd0chgwh5m,"Pukzing SC","SC_HWC","Mamit","",No,Active,"13/08/2025","13/08/2025"
cme99emqy00ibjncdir3bcjas,"Putlungasih SC","SC_HWC","Lunglei","",No,Active,"13/08/2025","13/08/2025"
cme99emag001njncdcoxvw5fb,"Rabung PHC","PHC","Champhai","",No,Active,"13/08/2025","13/08/2025"
cme99emjx00cljncdz7frr591,"Rabung SC","SC_HWC","Champhai","",No,Active,"13/08/2025","13/08/2025"
cme99emqz00idjncdxcg67npd,"Rahsiveng SC","SC_HWC","Lunglei","",No,Active,"13/08/2025","13/08/2025"
cme99emr300ifjncdvjqdo8xk,"Ralvawng SC","SC_HWC","Lunglei","",No,Active,"13/08/2025","13/08/2025"
cme99en0a00s3jncdtag3tpyw,"Ramhlun AYUSH SC","A_HWC","Aizawl East","",No,Active,"13/08/2025","13/08/2025"
cme99emf6006tjncd9upcbaee,"Ramhlun SC","SC_HWC","Aizawl East","",No,Active,"13/08/2025","13/08/2025"
cme99emfb0071jncdr8uax6sb,"Ramhlun South","SC_HWC","Aizawl East","",No,Active,"13/08/2025","13/08/2025"
cme99emr500ihjncdse7chjdy,"Ramlaitui SC","SC_HWC","Lunglei","",No,Active,"13/08/2025","13/08/2025"
cme99emo800gbjncdwo13ywne,"Ramthar SC","SC_HWC","Lunglei","",No,Active,"13/08/2025","13/08/2025"
cmeh1akpg02ftjnankshzjs18,"Ramthar SC","SC_HWC","Aizawl East","",No,Active,"18/08/2025","18/08/2025"
cme99em9g000vjncd2kf5gqbc,"Ratu PHC","PHC","Aizawl East","",No,Active,"13/08/2025","13/08/2025"
cme99emcr003zjncdb84e50b3,"Ratu SC","SC_HWC","Aizawl East","",No,Active,"13/08/2025","13/08/2025"
cme99emej005xjncdn4ekvj3r,"Rawlbuk","SC_HWC","Aizawl East","",No,Active,"13/08/2025","13/08/2025"
cme99emv800mjjncdl1jpbk04,"Rawmibawk SC","SC_HWC","Saiha","",No,Active,"13/08/2025","13/08/2025"
cme99emr600ijjncdvthpsovr,"Rawpui SC","SC_HWC","Lunglei","",No,Active,"13/08/2025","13/08/2025"
cme99embu0035jncdq1kxbqu6,"Rawpuichhip PHC","PHC","Mamit","",No,Active,"13/08/2025","13/08/2025"
cme99emu800lfjncdkydry5uu,"Rawpuichhip SC","SC_HWC","Mamit","",No,Active,"13/08/2025","13/08/2025"
cme99emcm003vjncdsvxiyug0,"Reiek PHC","PHC","Mamit","",No,Active,"13/08/2025","13/08/2025"
cme99emux00m7jncdcqc8qw5a,"Reiek SC","SC_HWC","Mamit","",No,Active,"13/08/2025","13/08/2025"
cme99emts00kxjncdwgkls7vn,"Rengdil SC","SC_HWC","Mamit","",No,Active,"13/08/2025","13/08/2025"
cme99emgy0093jncdtf5fkxtl,"Republic SC","SC_HWC","Aizawl West","",No,Active,"13/08/2025","13/08/2025"
cme99emhw00abjncd0lj06ifw,"Riangtlei SC","SC_HWC","Champhai","",No,Active,"13/08/2025","13/08/2025"
cme99emna00frjncd1ibnji58,"Rualalung SC","SC_HWC","Lunglei","",No,Active,"13/08/2025","12/11/2025"
cme99emxs00pfjncd5mz1f05l,"Ruallung UHWC","U_HWC","Aizawl East","",No,Active,"13/08/2025","13/08/2025"
cme99en0500rvjncd0mdp0k6w,"Ruantlang AYUSH SC","A_HWC","Champhai","",No,Active,"13/08/2025","13/08/2025"
cme99emhn009zjncdskb35www,"Ruantlang SC","SC_HWC","Champhai","",No,Active,"13/08/2025","13/08/2025"
